Títol,Autor,Prestatge,Posicio,Habitacio,Tipus,Editorial,Idioma,Notes,
A deux pas de la mort,Peter James,35,2,Gemma/Pol ,Novel·la,Pocket,Francès,,
Desing Does,Equip editorial,35,2,Gemma/Pol ,Didàctic,Elisava,Anglès,,
Decoding Desing Does,Equip editorial,35,2,Gemma/Pol ,Didàctic,Elisava,Anglès,,
Manifestly Haraway,Donna J. Haraway,35,2,Gemma/Pol ,Assaig,Minnesota,Anglès,,
Ella en la otra orilla,Mitsuko Kayuta,35,2,Gemma/Pol ,Novel·la,Galaxia Gutenberg,Castellà,,
Pétronille,Amélie Nothomb,35,2,Gemma/Pol ,Novel·la,Anagrama,Català,,
Tòquio blues,Haruki Murakami,35,2,Gemma/Pol ,Novel·la,Empúries,Català,,
Crónica de l'ocell que dona corda al món,Haruki Murakami,35,2,Gemma/Pol ,Novel·la,Empúries,Català,,
Calatrava,Philip Jodidio,35,2,Gemma/Pol ,Assaig,Taschen,Castellà,,
Primer llibre que llegeixes quan ets un creador,indeterminat,35,2,Gemma/Pol ,Didàctic,indeterminat,Japonès,,
A nosaltres ja no ens cal res,Fumio Sasaki,35,2,Gemma/Pol ,Assaig,indeterminat,Japonès,,
Marina,Carlos Ruiz Zafón,36,2,Gemma/Pol ,Novel·la,Planeta,Castellà,,
Jardí vora el mar,Mercè Rodoreda,36,1,Gemma/Pol ,Novel·la,Club editor Jove,Català,,
El elogio de la sombra,Junichiro Tanizaki,36,1,Gemma/Pol ,Assaig,Siruela,Castellà,,
A Dictionary of Color Combinations,Equip editorial,36,1,Gemma/Pol ,Diccionari,Seigensha,Japonès,Japonès - Anglès,
Siete manifiestos,Tristan Tzara,36,1,Gemma/Pol ,Assaig,Austral,Castellà,,
El pont dels jueus,Martí Gironell,36,1,Gemma/Pol ,Novel·la,Columna,Català,,
LLibretes escrites per la Gemma,Gemma Galceran Kimura,36,2,Gemma/Pol ,Assaig,indeterminat,Japonès,També Anglès i Català,
Delenda est Hispania,Albert Pont,36,2,Gemma/Pol ,Assaig,Viena edicions,Català,,
Del museo al mundo,Equip editorial,36,2,Gemma/Pol ,Assaig,Ajuntament de Barcelona,Castellà,Divulgatiu sobre el museu del disseny,
El món sobre rodes,Albert Casals,36,2,Gemma/Pol ,Novel·la,Edicions 62,Català,,
La luz que no puedes ver,Anthony Doerr,36,2,Gemma/Pol ,Novel·la,Suma,Castellà,,
La vacant imprevista,J.K.Rowling,36,2,Gemma/Pol ,Novel·la,Empúries,Català,,
Miss peregrine's home for Peculiar Children,Ramson Riggs,36,2,Gemma/Pol ,Novel·la,Quirk Bokks,Anglès,,
Latín,Equip editorial,37,2,Gemma/Pol ,Diccionari,Vox,llatí,LLatí-Espanyol; Espanyol-Llatí,
Latín segundo curso,E. Valentí Fiol,37,2,Gemma/Pol ,Didàctic,Bosch,Castellà,,
Antologia de poesia catalana,Recopilació,37,2,Gemma/Pol ,Poesia,Proa,Català,A cura de Llorenç Soldevila i Isidor Cònsul,
"Genji, el princep respladent",Murasaki Shikibu,6,2,Despatx,Novel·la,Destino,Català,A cura de Xavier Roca-Ferrer,
Llibre de preparació per l'examen NOKEN 4 i 5,indeterminat,6,2,Despatx,Didàctic,Indeterminat,Japonès,,
Kanji La escritura japonesa,Albert Torres i Graells,6,2,Despatx,Didàctic,Hiperión,Castellà,,
Japonès en vinyetes,Marc Bernabé,6,2,Despatx,Didàctic,Norma,Català,Curs de japonès,
Iniciació a la llengua llatina,Xavier Espluga i Monica Miró,6,2,Despatx,Didàctic,UOC,Català,Curs de llatí,
Breve historia de la civilización japonesa,Conrad Schirokauer; David Lurie;Suzanne Gay,6,2,Despatx,Història,Universitat autònoma de Barcelona,Castellà,,
Llibret antiga de telèfons,indeterminat,6,2,Despatx,documentació,Indeterminat,indeterminat,,
Mitologia japonesa,Claude Helft,6,2,Despatx,Didàctic,Blume,Català,,
Teoría literaria una introducción práctica,Michael Ryan,6,2,Despatx,Didàctic,Àlianza editorial,Castellà,,
Shin nihongo no kiso I,indeterminat,6,2,Despatx,Didàctic,Indeterminat,Japonès,,
Shin nihongo no kiso I gramática,indeterminat,6,2,Despatx,Didàctic,ìndeterminat,Castellà,,
"Resums oracions espanyoles, sonets de l'enric",indeterminat,6,2,Despatx,documentació,Indeterminat,indeterminat,,
Locus amoenus i Guillem de Berguedà,indeterminat,6,2,Despatx,documentació,Indeterminat,Català,,
Analisis financieros ,indeterminat,6,2,Despatx,Apunts,Indeterminat,Castellà,per analitzar estats financers,
Curso de japonés el japonés es fácil,indeterminat,6,2,Despatx,didàctic,Indeterminat,Castellà,En carpeta de plàstic blava i arxivador ,
Programa electoral de Reagrupament,indeterminat,6,2,Despatx,documentació,Indeterminat,Català,,
Filosofia presocràtica,indeterminat,6,2,Despatx,didàctic,ìndeterminat,Català,Resumet enquadernat per mi,
Animal farm,George Orwell,43,2,Marc habitació,Novel·la,Penguin books,Anglès,,
Pigmalió,Joan Oliver,43,2,Marc habitació,Novel·la,Edicions 62,Català,,
Les cartes d'Hèrcules Poirot,Jaume Fuster,43,2,Marc habitació,Teatre,Edicions 62,Català,,
Marianela,Benito Pérez Galdós,43,2,Marc habitació,Novel·la,Vicens Vives,Castellà,,
La casa de Bernarda Alba,Federico García Lorca,43,2,Marc habitació,Teatre,Vicens Vives,Castellà,,
Luces de Bohemia,Ramón del Valle-Inclán,43,2,Marc habitació,teatre,Vicens Vives,Castellà,,
Apologia de Sòcrates;Critó;Eutifró;Protàgores,Plató,43,2,Marc habitació,Assaig,Edicions 62,Català,,
Terra baixa,Àngel Guimerà,43,2,Marc habitació,teatre,Edicions 62,Català,,
Terra baixa,Àngel Guimerà,43,2,Marc habitació,teatre,Edicions 62,Català,repetit,
Quadern d'Aram,Maria Àngels Anglada,43,2,Marc habitació,Novel·la,Edicions 62,Català,,
Vés on et porti el cor,Susanna Tamaro,43,2,Marc habitació,Novel·la,Edicions 62,Català,,
El fantasma de Kilmory,Allan C. McLean,43,2,Marc habitació,Novel·la,Bruñó,Català,,
El  petit roure,Elena O'Callaghan i Duch,43,2,Marc habitació,Contes,Cruïlla,Català,,
"It's Halloween, you fraidy mouse!",Geronimo Stilton,43,2,Marc habitació,Contes,Scholastic,Anglès,,
Poesía Española,Recopilació,43,2,Marc habitació,Poesia,Vicens Vives,Castellà,,
La rosa de Sant Jordi,Joles Sennell,43,2,Marc habitació,Contes,Cruïlla,Català,,
La máquina maravillosa,Elvira Menéndez,43,2,Marc habitació,Contes,Bruñó,Castellà,,
Fray Pérez y su borrico,Juan Muñoz Martín,43,2,Marc habitació,Contes,SM,Castellà,,
Potosnagel,Enric Lluch,43,2,Marc habitació,Contes,Bruñó,Català,,
La xurra,Lola Casas;Francesc Chiva,43,2,Marc habitació,Contes,La galera,Català,,
Los aventureros,Manuel L. Alonso,43,2,Marc habitació,Contes,Bruñó,Castellà,,
Don caracol detective,José Francisco Viso,43,2,Marc habitació,Contes,Bruñó,Castellà,,
El pequeño Otto ha desaparecido,Manfred Limmroth,43,2,Marc habitació,Contes,Bruñó,Castellà,,
La bomba,Fernando Falana y José Mª Almárcegui,43,2,Marc habitació,Contes,Bruñó,Castellà,,
El misterioso ladrón de quesos,Geronimo Stilton,43,2,Marc habitació,Contes,Bruñó,Castellà,,
"Simó, Simó",Emilio Sanjuán,43,2,Marc habitació,Contes,Bruñó,Català,,
El sabre del samurai,Thomas Brezina,43,2,Marc habitació,Contes,Cruïlla,Català,,
Aigua bruta,Pau Vidal,43,2,Marc habitació,Novel·la,Edicions 62,Català,,
La plaça del diamant,Mercè Rodoreda,43,2,Marc habitació,Novel·la,Club editor Jove,Català,,
La bicicleta d'en Sumkhí,Amos Oz,43,2,Marc habitació,Contes,Cruïlla,Català,,
El faraó Tofun-nas,Enric Lluch,43,2,Marc habitació,Contes,Bruñó,Català,,
L'album d'en Benet,Jacqueline Cervon,43,2,Marc habitació,Contes,Bruñó,Català,,
Vacaciones en la cocina,Miguel Ángel Mendo,43,2,Marc habitació,Contes,Bruñó,Castellà,,
La vida es sueño,Calderón de la Barca,44,2,Marc habitació,teatre,Vicens Vives,Castellà,,
Tina superbruixa i l'embruix del Nadal,indeterminat,44,2,Marc habitació,Contes,Bruíxola,Català,,
Moon Palace,Paul Auster,44,2,Marc habitació,Novel·la,Penguin books,Anglès,,
Tirant lo blanc episodis amorosos,Joanot Martorell,44,2,Marc habitació,Novel·la,Les eines,Català,,
Poesía española,Equip editorial,44,2,Marc habitació,Poesia,Vicens Vives,Castellà,Sense obrir emblistat,
Llamando a las puertas del cielo,Jordi Sierra i Fabra,44,2,Marc habitació,Novel·la,edebé,Castellà,,
Spy Dog,Andrew Cope,44,2,Marc habitació,Contes,Puffin,Anglès,,
L'estrany,Jordi Sierra i Fabra,44,2,Marc habitació,Novel·la,Barcanova,Català,,
Los pasos del camino,Cesar Novalgos,44,2,Marc habitació,teatre,Everest,Castellà,,
Goodbye Mr Hollywood,John Escott,44,2,Marc habitació,Novel·la,Oxford Bookworms,Anglès,,
La escuela de los piratas,Agustín Fernández Paz,44,2,Marc habitació,Contes,edebé,Castellà,,
The jewel that was ours,Colin Dexter,44,2,Marc habitació,Novel·la,Macmillan readers,Anglès,,
Tres sombreros de copa,Miguel Mihura,44,2,Marc habitació,teatre,Teide,Castellà,,
Melocotón en Almibar,Miguel Mihura,44,2,Marc habitació,teatre,Teide,Castellà,,
Misión bajo cero,Pedro Estrada y Raquel de la Morena,44,2,Marc habitació,Contes,Hidra,Castellà,Diferents continuacions a elecció del lector,
La porta misteriosa,Nathalie Pons Roussel,44,2,Marc habitació,Contes,Pirata,Català,,
L'enigma de les ones,Joan de Déu Prats,44,2,Marc habitació,Contes,Barcanova,Català,,
La potència según Nietzsche,Maite Larrauri;Max,44,2,Marc habitació,Assaig,Tandem,Castellà,Filosofia per a profans,
El licenciado Vidriera y otras novelas ejemplares,Miguel de Cervantes,44,2,Marc habitació,Novel·la,Vicens Vives,Castellà,,
James and the Giant Peach,Roald Dahl,44,2,Marc habitació,Novel·la,Puffin,Anglès,,
La escuela de los piratas,Agustín Fernández Paz,44,2,Marc habitació,Contes,edebé,Castellà,repetit,
Una misión desastrosa,K.H.McMullan,44,2,Marc habitació,Contes,Montena,Castellà,,
Una misión desastrosa,K.H.McMullan,44,2,Marc habitació,Contes,Montena,Castellà,repetit,
"Mite4, logos, physis. Introducció al pensament presocràtic",Salvador Mas Torres,45,2,Marc habitació,Didàctic,UOC,Català,curs filosofia enquadernat,
"La filosofia grega de l'època clàsica. Els sofistes, Sòcrates, Plató i Aristòtil",Carlos García Gual,45,2,Marc habitació,Didàctic,UOC,Català,curs filosofia enquadernat,
"Crisi grega, transició romana, inici medieval",Joan Manuel del Pozo Álvarez,45,2,Marc habitació,Didàctic,UOC,Català,curs filosofia enquadernat,
La filosofia a l'occident llatí medieval (800-1277),Josep M. Ruiz Simón,45,2,Marc habitació,Didàctic,UOC,Català,curs filosofia enquadernat,
Les conseqüències de la condemna del 1277,Eusebo Colomer Pous,45,2,Marc habitació,Didàctic,UOC,Català,curs filosofia enquadernat,
El nou pensament científic,Manuel García Doncel,45,2,Marc habitació,Didàctic,UOC,Català,curs filosofia enquadernat,
El naixement de la filosofia política moderna,Josep Olesti Vila,45,2,Marc habitació,Didàctic,UOC,Català,curs filosofia enquadernat,
La filosofia en l'època de la il·lustració: de Voltaire a Kant,Josep Olesti Vila,45,2,Marc habitació,Didàctic,UOC,Català,curs filosofia enquadernat,
Presocràtics,indeterminat,45,2,Marc habitació,Didàctic,UOC,Castellà,article imprès,
"Diàlogos de Platón: ION,Apologia de Sócrates, Eutifrón, Critón",Plató,45,2,Marc habitació,Didàctic,UOC,Castellà,imprés,
Interpretaciones de los mitos: el alegorismo y el evemerismo,indetrminat,45,2,Marc habitació,Didàctic,UOC,Castellà,enquadernat apunts,
Primavera silenciosa,Rachel Carson,45,2,Marc habitació,Novel·la,UOC,Castellà,curs filosofia enquadernat,
Tratado de la tolerancia,Voltaire,45,2,Marc habitació,Assaig,UOC,Castellà,curs filosofia enquadernat,
De la dignidad del hombre,Pico de la Mirandola,45,2,Marc habitació,Didàctic,UOC,Castellà,curs filosofia enquadernat,
El mito,indeterminat,45,2,Marc habitació,Didàctic,UOC,Castellà,cultura greco-llatina apunts del curs de fililogía hispànica,
Japonès A1.2 fitxes unitats1;2;3;4;5,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A1.2 vocabulari,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A1.2 exercicis,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A1.3 Fitxes unitats 1;2;3;4,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A1.3 vocabulari,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A1.3 exercicis,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
L'escriptura en Kanji,Albert Nola i Cabellos,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
L'origen i varietats de la llengua japonesa,Akemi Saito,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Curso de preparación para el examen JPTLT N5,Makiko Fukuda; Takako Otsuki,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A2.1 Fitxes unitats 1;2;3;4;5,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A2.1 vocabulari,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A2.1 exercicis,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A2.2 Fitxes unitats 1;2;3;4;5,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A2.2 vocabulari,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A2.2 exercicis,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonès A1.3 Fitxes unitats ,Equip editorial,45,2,Marc habitació,Didàctic,UOC,Català,curs de japonès de la UOC,
Japonés para hispanohablantes,Junichi Matsuura; Lourdes Porta Fuentes,45,2,Marc habitació,Didàctic,Herder,Castellà,Nihongo Japonés para hispanohablantes,
NIHONGO Gramática de la lengua Japonesa,Junichi Matsuura; Lourdes Porta Fuentes,45,2,Marc habitació,Didàctic,Herder,Castellà,Nihongo Japonés para hispanohablantes,
NIHONGO Libro de texto 1,Junichi Matsuura; Lourdes Porta Fuentes,45,2,Marc habitació,Didàctic,Herder,Castellà,Nihongo Japonés para hispanohablantes,
NIHONGO Libro de texto 2,Junichi Matsuura; Lourdes Porta Fuentes,45,2,Marc habitació,Didàctic,Herder,Castellà,Nihongo Japonés para hispanohablantes,
NIHONGO ejercicios 1,Junichi Matsuura; Lourdes Porta Fuentes,45,2,Marc habitació,Didàctic,Herder,Castellà,Nihongo Japonés para hispanohablantes,
NIHONGO ejercicios 2,Junichi Matsuura; Lourdes Porta Fuentes,45,2,Marc habitació,Didàctic,Herder,Castellà,Nihongo Japonés para hispanohablantes,
Larousse diccionari compact,Equip editorial,13,2,Despatx,Diccionari,Larousse,Català,diccionari català-francès  francès-català,
Para leer a Cervantes,Martí de Riquer,13,2,Despatx,Assaig,El Acantilado,Castellà,,
Manual de japonés básico,Yoko Nakazawa,13,2,Despatx,Didàctic,Pearson,Castellà,,
Diccionari bàsic català-japonès  japonès-català,Albet Torres Graell,13,2,Despatx,Diccionari,Enciclopèdia Catalana,Català,,
L'ombra de l'altre mar,Joan Margarit,13,2,Despatx,Poesia,Nórdica Libros,Català,,
Elogi de l'ombra,Junichiro Tanizaki,13,2,Despatx,Assaig,Angle editorial,Català,traducció i epíleg d'Albert Nolla,
L'escriptura japonesa,Lluc lópez Vidal,13,2,Despatx,Didàctic,UOC,Català,,
Poética ,Aristòteles,13,2,Despatx,Assaig,Alianza editorial,Castellà,,
La faula,Guillem de Torroella,13,2,Despatx,Poesia,biblioteca Marian Aguiló,Català,,
Japonés sin fronteras,Equip editorial,13,2,Despatx,Didàctic,"Ediciones B, S.A.",Castellà,miniguia básica de l'idioma japonés,
Poesies Completes,Clementina Arderiu,13,2,Despatx,Poesia,Selecta,Català,,
Poeta en Nueva York,Federico García Lorca,13,2,Despatx,Poesia,Austral,Castellà,,
Les Catilinaries,Marc Tul·li Ciceró,13,2,Despatx,Història,La magrana,Català,,
Invitación a la filosofía,André Comte-Sponville,13,2,Despatx,Assaig,Paidós,Castellà,,
Táctica en el ajedrez,Equip editorial,13,2,Despatx,Didàctic,RBA,Castellà,,
Cançons,Antoni Nogueras i Brunet,13,2,Despatx,Didàctic,Indeterminat,Català,Cançons amb acords,
Vasco básico para hispanohablantes,Francisco Xabier Mata,13,2,Despatx,Didàctic,Casa Mata,Castellà,manual bàsic d'euskera,
Cómo se comenta un texto literario,Fernando Lázaro Carreter;Evaristo Correa Calderón,13,2,Despatx,Didàctic,Cátedra,Castellà,,
Euskera para dummies,Jean Baptiste Coyos;Jasone Salaberria,13,2,Despatx,Didàctic,Planeta,Castellà,,
Saber japonés en diez días,Equip editorial,13,2,Despatx,Didàctic,Sopena,Castellà,,
Un lloc a l'ombra,M.Rosa Font,13,2,Despatx,Poesia,Proa,Català,premi Carles Riba 2010,
Japonés instantaneo,Masahiro Watanabe;Kei Nagashima,13,2,Despatx,Didàctic,Yohan Publications inc,Castellà,,
"De profesión, lingüista",Lluís Payrató,13,2,Despatx,Didàctic,Ariel,Castellà,Tracta de lingüística aplicada,
Manual de retórica española,Antonio Azaustre;Juan Casas,13,2,Despatx,Didàctic,Ariel,Castellà,Resum de l'art retòric,
Un món plè de propensions,Karl R. Popper,13,2,Despatx,Assaig,Edicions 62,Català,,
El sac de gemecs,Jordi Tomàs i Cucurull,13,2,Despatx,Didàctic,Indeterminat,Català,Sobre l'instrument tradicional català (gaita),
